id,school_name,teacher,first_name,last_name,last_name_2,birth_date,start_date,occupation,belt
970,Veribet,Thurston Ivkovic,Thurston,Foskin,Ivkovic,2009-02-16 17:28:12,2019-12-13 02:09:44,Community Outreach Specialist,8 kup
971,Sub-Ex,Claudie Bonsale,Claudie,Surgener,Bonsale,2011-10-20 21:13:57,2021-01-17 18:59:49,Internal Auditor,10 kup
972,Trippledex,Roth Connew,Roth,Peplow,Connew,2007-03-28 15:07:12,2019-11-20 04:35:31,Analog Circuit Design manager,7 dan
973,Zontrax,Cybill Renzini,Cybill,Messham,Renzini,2006-03-09 19:21:52,2020-10-21 20:44:50,Programmer II,6 kup
974,Lotstring,Fulvia Okill,Fulvia,Spolton,Okill,1996-02-27 17:29:17,2018-01-14 19:28:30,Account Coordinator,4 kup
975,Sonair,Rhonda Quarrington,Rhonda,Perdue,Quarrington,1997-12-09 17:33:40,2021-05-21 09:17:54,Help Desk Technician,4 dan
976,Zontrax,Bree Whooley,Bree,Love,Whooley,2004-11-28 02:55:04,2021-09-04 02:04:10,VP Sales,2 kup
977,Asoka,Velma Haps,Velma,Tissell,Haps,1996-01-29 19:45:06,2020-10-22 02:46:49,Legal Assistant,9 kup
978,Fixflex,Brenn Lawn,Brenn,Fehner,Lawn,2007-02-27 14:03:18,2018-08-12 22:21:27,Senior Developer,7 dan
979,Bamity,Mada Trow,Mada,Salter,Trow,2005-07-03 00:05:56,2023-10-04 16:10:11,Analog Circuit Design manager,4 dan
980,Zathin,Sarena Ackwood,Sarena,Coldman,Ackwood,2006-12-20 09:59:48,2018-03-26 19:19:10,Graphic Designer,5 dan
981,Aerified,Silvanus Martinec,Silvanus,Houson,Martinec,1995-02-05 00:34:34,2019-11-03 01:07:47,Account Representative IV,2 kup
982,Zoolab,Samson Clemenzi,Samson,Kaming,Clemenzi,1999-08-10 07:00:58,2019-04-02 07:22:50,Food Chemist,7 kup
983,Span,Ariana Urey,Ariana,Bourcq,Urey,2016-10-22 00:29:32,2024-01-28 22:05:59,VP Product Management,4 kup
984,Tempsoft,Mirella Ligerton,Mirella,Hampshaw,Ligerton,1995-06-24 02:43:44,2021-08-06 06:59:33,VP Marketing,3 dan
985,Zamit,Amby Mouan,Amby,Greenrod,Mouan,1996-01-18 10:59:17,2023-08-25 08:25:59,Internal Auditor,9 kup
986,Quo Lux,Peter Ecclestone,Peter,Chellam,Ecclestone,2007-11-08 23:27:35,2022-07-27 16:36:22,Nuclear Power Engineer,4 kup
987,Voltsillam,Augustina Drance,Augustina,Manchester,Drance,2000-07-28 19:34:04,2023-09-10 21:49:47,Associate Professor,9 kup
988,Tempsoft,Alfredo Trayhorn,Alfredo,Fullager,Trayhorn,2015-05-12 04:45:04,2020-07-12 23:14:54,Computer Systems Analyst III,3 kup
989,Fintone,Starlin Instock,Starlin,Lombard,Instock,1996-09-30 17:55:08,2020-08-05 19:55:16,Professor,3 dan
990,Redhold,Rebecca Deinert,Rebecca,Van Driel,Deinert,1996-08-27 03:02:28,2021-10-08 07:33:55,Office Assistant II,7 dan
991,Y-Solowarm,Devin Glayzer,Devin,Tilt,Glayzer,2010-12-08 21:49:46,2019-10-09 22:46:41,Research Nurse,9 kup
992,Overhold,Katie Lowseley,Katie,Penrose,Lowseley,2006-08-21 16:41:07,2023-01-12 02:01:45,Operator,3 kup
993,Tempsoft,Gaspar Coton,Gaspar,Grog,Coton,2013-03-18 09:04:30,2019-03-22 21:06:10,Senior Financial Analyst,4 dan
994,Bitchip,Morton Mawtus,Morton,Scroggie,Mawtus,2010-03-10 08:34:52,2023-06-05 07:24:54,Programmer Analyst I,7 kup
995,Matsoft,Shel Sinderson,Shel,Matthewman,Sinderson,1996-11-05 19:25:43,2019-08-09 22:52:15,General Manager,8 kup
996,Zontrax,Amble Ruddock,Amble,Keets,Ruddock,2016-03-04 12:19:56,2021-12-24 21:12:50,Account Coordinator,7 kup
997,Subin,Hamilton Ozanne,Hamilton,Hothersall,Ozanne,1995-12-02 09:10:17,2024-04-12 19:00:14,Developer III,8 kup
998,Viva,Araldo O' Sullivan,Araldo,Morican,O' Sullivan,2008-02-21 17:41:03,2021-07-01 02:02:16,Senior Editor,3 dan
999,Matsoft,Son Murrum,Son,Hellin,Murrum,2014-12-25 11:40:41,2021-05-20 20:41:48,Operator,4 dan
1000,Tempsoft,Amelita Dubois,Amelita,Nisbet,Dubois,2004-01-23 11:28:56,2019-12-19 14:28:28,Computer Systems Analyst IV,5 kup
